EventName,EventKey,MatchLevel,MatchNumber,Alliance,TeleopAmpCount,TeleopSpeakerUnAmplifiedCount,TeleopSpeakerAmplifiedCount,Points,Win
Festival de Robotique,2024qcmo,qm,6,blue,4,6,0,44,1
Festival de Robotique,2024qcmo,qm,6,red,4,0,0,26,0
Festival de Robotique,2024qcmo,qm,60,blue,0,7,0,32,1
Festival de Robotique,2024qcmo,qm,60,red,4,6,0,25,0
Festival de Robotique,2024qcmo,qm,61,blue,5,5,1,49,0
Festival de Robotique,2024qcmo,qm,61,red,4,6,2,50,1
Festival de Robotique,2024qcmo,qm,62,blue,1,11,0,46,1
Festival de Robotique,2024qcmo,qm,62,red,4,0,0,23,0
Festival de Robotique,2024qcmo,qm,63,blue,3,9,1,45,0
Festival de Robotique,2024qcmo,qm,63,red,6,6,4,54,1
Festival de Robotique,2024qcmo,qm,64,blue,0,9,0,33,0
Festival de Robotique,2024qcmo,qm,64,red,5,2,1,55,1
Festival de Robotique,2024qcmo,qm,65,blue,4,4,2,52,1
Festival de Robotique,2024qcmo,qm,65,red,1,4,0,26,0
Festival de Robotique,2024qcmo,qm,66,blue,4,8,1,43,1
Festival de Robotique,2024qcmo,qm,66,red,0,10,0,30,0
Festival de Robotique,2024qcmo,qm,67,blue,5,8,1,64,1
Festival de Robotique,2024qcmo,qm,67,red,4,0,1,18,0
Festival de Robotique,2024qcmo,qm,68,blue,2,9,0,33,0
Festival de Robotique,2024qcmo,qm,68,red,6,5,3,52,1
Festival de Robotique,2024qcmo,qm,69,blue,5,5,2,45,0
Festival de Robotique,2024qcmo,qm,69,red,0,10,0,45,0
Festival de Robotique,2024qcmo,qm,7,blue,4,8,2,45,0
Festival de Robotique,2024qcmo,qm,7,red,1,12,0,45,0
Festival de Robotique,2024qcmo,qm,70,blue,4,9,1,51,1
Festival de Robotique,2024qcmo,qm,70,red,3,5,2,42,0
Festival de Robotique,2024qcmo,qm,71,blue,5,0,4,53,1
Festival de Robotique,2024qcmo,qm,71,red,2,5,1,25,0
Festival de Robotique,2024qcmo,qm,72,blue,2,5,1,38,0
Festival de Robotique,2024qcmo,qm,72,red,3,5,1,56,1
Festival de Robotique,2024qcmo,qm,73,blue,5,6,1,42,1
Festival de Robotique,2024qcmo,qm,73,red,0,1,0,13,0
Festival de Robotique,2024qcmo,qm,74,blue,5,10,2,68,1
Festival de Robotique,2024qcmo,qm,74,red,3,7,2,45,0
Festival de Robotique,2024qcmo,qm,8,blue,2,3,2,42,1
Festival de Robotique,2024qcmo,qm,8,red,2,4,1,36,0
Festival de Robotique,2024qcmo,qm,9,blue,1,7,0,41,1
Festival de Robotique,2024qcmo,qm,9,red,1,8,0,25,0
Festival de Robotique,2024qcmo,sf,1,blue,5,7,4,60,0
Festival de Robotique,2024qcmo,sf,1,red,6,5,3,68,1
Festival de Robotique,2024qcmo,sf,1,blue,4,5,2,79,1
Festival de Robotique,2024qcmo,sf,1,red,3,2,1,49,0
Festival de Robotique,2024qcmo,sf,1,blue,1,7,0,49,0
Festival de Robotique,2024qcmo,sf,1,red,7,11,4,89,1
Festival de Robotique,2024qcmo,sf,1,blue,5,10,1,73,0
Festival de Robotique,2024qcmo,sf,1,red,6,2,5,81,1
Festival de Robotique,2024qcmo,sf,1,blue,2,5,1,40,0
Festival de Robotique,2024qcmo,sf,1,red,5,5,3,75,1
Festival de Robotique,2024qcmo,sf,1,blue,3,5,0,42,1
Festival de Robotique,2024qcmo,sf,1,red,3,5,0,37,0
Festival de Robotique,2024qcmo,sf,1,blue,6,4,2,56,0
Festival de Robotique,2024qcmo,sf,1,red,6,5,3,60,1
Festival de Robotique,2024qcmo,sf,1,blue,2,1,1,58,0
Festival de Robotique,2024qcmo,sf,1,red,2,4,6,61,1
Festival de Robotique,2024qcmo,sf,1,blue,4,9,1,57,1
Festival de Robotique,2024qcmo,sf,1,red,1,1,0,34,0
Festival de Robotique,2024qcmo,sf,1,blue,2,9,1,64,1
Festival de Robotique,2024qcmo,sf,1,red,5,6,4,50,0
Festival de Robotique,2024qcmo,sf,1,blue,2,8,1,59,0
Festival de Robotique,2024qcmo,sf,1,red,5,4,2,68,1
Festival de Robotique,2024qcmo,sf,1,blue,4,6,4,79,1
Festival de Robotique,2024qcmo,sf,1,red,5,7,1,72,0
Festival de Robotique,2024qcmo,sf,1,blue,4,7,1,53,1
Festival de Robotique,2024qcmo,sf,1,red,4,7,2,42,0
Katy,2024txkat,f,1,blue,4,3,1,32,0
Katy,2024txkat,f,1,red,4,12,6,101,1
Katy,2024txkat,f,2,blue,6,5,3,51,0
Katy,2024txkat,f,2,red,3,9,3,72,1
Katy,2024txkat,qm,1,blue,0,1,0,16,0
Katy,2024txkat,qm,1,red,2,9,1,41,1
Katy,2024txkat,qm,10,blue,1,1,0,13,0
Katy,2024txkat,qm,10,red,4,1,3,43,1
Katy,2024txkat,qm,11,blue,0,0,0,4,0
Katy,2024txkat,qm,11,red,4,6,1,39,1
Katy,2024txkat,qm,12,blue,0,5,0,23,1
Katy,2024txkat,qm,12,red,2,2,1,14,0
Katy,2024txkat,qm,13,blue,3,7,0,27,0
Katy,2024txkat,qm,13,red,2,9,1,41,1
Katy,2024txkat,qm,14,blue,0,12,0,51,1
Katy,2024txkat,qm,14,red,0,1,0,11,0
Katy,2024txkat,qm,15,blue,4,2,4,38,1
Katy,2024txkat,qm,15,red,3,3,0,26,0
Katy,2024txkat,qm,16,blue,2,0,0,6,0
Katy,2024txkat,qm,16,red,1,5,0,27,1
Katy,2024txkat,qm,17,blue,0,1,0,7,0
Katy,2024txkat,qm,17,red,0,2,0,7,0
Katy,2024txkat,qm,18,blue,1,6,0,23,0
Katy,2024txkat,qm,18,red,1,11,0,55,1
Katy,2024txkat,qm,19,blue,0,8,0,40,1
Katy,2024txkat,qm,19,red,0,5,0,25,0
Katy,2024txkat,qm,2,blue,0,1,0,3,0
Katy,2024txkat,qm,2,red,1,14,0,66,1
Katy,2024txkat,qm,20,blue,1,5,0,27,1
Katy,2024txkat,qm,20,red,0,2,0,9,0
Katy,2024txkat,qm,21,blue,1,14,0,62,1
Katy,2024txkat,qm,21,red,1,6,0,26,0
Katy,2024txkat,qm,22,blue,0,1,0,7,0
Katy,2024txkat,qm,22,red,2,4,1,31,1
Katy,2024txkat,qm,23,blue,0,2,0,11,1
Katy,2024txkat,qm,23,red,2,0,0,10,0
Katy,2024txkat,qm,24,blue,2,1,0,32,1
Katy,2024txkat,qm,24,red,0,1,0,30,0
Katy,2024txkat,qm,25,blue,0,0,0,6,0
Katy,2024txkat,qm,25,red,0,3,0,18,1
Katy,2024txkat,qm,26,blue,0,0,0,15,0
Katy,2024txkat,qm,26,red,2,0,0,22,1
Katy,2024txkat,qm,27,blue,1,3,0,20,0
Katy,2024txkat,qm,27,red,3,4,1,45,1
Katy,2024txkat,qm,28,blue,0,5,0,22,0
Katy,2024txkat,qm,28,red,0,16,0,43,1
Katy,2024txkat,qm,29,blue,2,1,0,13,0
Katy,2024txkat,qm,29,red,3,10,0,50,1
Katy,2024txkat,qm,3,blue,5,2,2,58,1
Katy,2024txkat,qm,3,red,0,0,0,2,0
Katy,2024txkat,qm,30,blue,0,4,0,21,0
Katy,2024txkat,qm,30,red,3,6,2,48,1
Katy,2024txkat,qm,31,blue,3,2,1,37,1
Katy,2024txkat,qm,31,red,2,0,0,26,0
Katy,2024txkat,qm,32,blue,0,0,0,4,0
Katy,2024txkat,qm,32,red,0,9,0,28,1
Katy,2024txkat,qm,33,blue,0,8,0,49,1
Katy,2024txkat,qm,33,red,0,0,0,8,0
Katy,2024txkat,qm,34,blue,3,9,0,35,1
Katy,2024txkat,qm,34,red,2,0,0,8,0
Katy,2024txkat,qm,35,blue,0,0,0,41,1
Katy,2024txkat,qm,35,red,0,11,0,39,0
Katy,2024txkat,qm,36,blue,0,2,0,21,0
Katy,2024txkat,qm,36,red,2,10,0,29,1
Katy,2024txkat,qm,37,blue,1,9,0,33,0
Katy,2024txkat,qm,37,red,3,1,2,45,1
Katy,2024txkat,qm,38,blue,0,10,0,47,1
Katy,2024txkat,qm,38,red,0,8,0,25,0
Katy,2024txkat,qm,39,blue,0,6,0,26,1
Katy,2024txkat,qm,39,red,0,0,0,6,0
Katy,2024txkat,qm,4,blue,3,4,1,33,1
Katy,2024txkat,qm,4,red,0,0,0,15,0
Katy,2024txkat,qm,40,blue,0,7,0,27,0
Katy,2024txkat,qm,40,red,2,3,1,35,1
Katy,2024txkat,qm,41,blue,3,3,1,58,1
Katy,2024txkat,qm,41,red,5,1,3,33,0
Katy,2024txkat,qm,42,blue,0,12,0,54,0
Katy,2024txkat,qm,42,red,5,7,2,56,1
Katy,2024txkat,qm,43,blue,1,0,0,6,0
Katy,2024txkat,qm,43,red,0,13,0,32,1
Katy,2024txkat,qm,44,blue,1,3,0,18,1
Katy,2024txkat,qm,44,red,0,0,0,9,0
Katy,2024txkat,qm,45,blue,0,6,0,23,1
Katy,2024txkat,qm,45,red,3,0,1,13,0
Katy,2024txkat,qm,46,blue,0,1,0,10,0
Katy,2024txkat,qm,46,red,4,10,3,67,1
Katy,2024txkat,qm,47,blue,0,5,0,21,1
Katy,2024txkat,qm,47,red,0,3,0,17,0
Katy,2024txkat,qm,48,blue,3,2,1,53,1
Katy,2024txkat,qm,48,red,0,7,0,35,0
Katy,2024txkat,qm,49,blue,2,4,0,18,0
Katy,2024txkat,qm,49,red,3,5,1,33,1
Katy,2024txkat,qm,5,blue,0,4,0,17,1
Katy,2024txkat,qm,5,red,0,0,0,6,0
Katy,2024txkat,qm,50,blue,1,1,0,21,0
Katy,2024txkat,qm,50,red,0,10,0,41,1
Katy,2024txkat,qm,51,blue,2,5,1,24,0
Katy,2024txkat,qm,51,red,1,4,0,27,1
Katy,2024txkat,qm,52,blue,2,5,3,37,1
Katy,2024txkat,qm,52,red,0,12,0,32,0
Katy,2024txkat,qm,53,blue,1,0,0,4,0
Katy,2024txkat,qm,53,red,0,10,0,37,1
Katy,2024txkat,qm,54,blue,3,9,1,61,1
Katy,2024txkat,qm,54,red,4,0,0,9,0
Katy,2024txkat,qm,55,blue,5,1,1,32,0
Katy,2024txkat,qm,55,red,2,1,2,55,1
Katy,2024txkat,qm,56,blue,0,1,0,13,0
Katy,2024txkat,qm,56,red,0,0,0,19,1
Katy,2024txkat,qm,57,blue,0,12,0,32,0
Katy,2024txkat,qm,57,red,2,10,1,50,1
Katy,2024txkat,qm,58,blue,4,6,2,52,1
Katy,2024txkat,qm,58,red,3,0,0,10,0
Katy,2024txkat,qm,59,blue,2,9,0,40,1
Katy,2024txkat,qm,59,red,7,2,2,31,0
Katy,2024txkat,qm,6,blue,3,4,3,41,1
Katy,2024txkat,qm,6,red,0,0,0,3,0
Katy,2024txkat,qm,60,blue,0,11,0,38,1
Katy,2024txkat,qm,60,red,0,4,0,31,0
Katy,2024txkat,qm,61,blue,1,14,0,47,1
Katy,2024txkat,qm,61,red,3,2,0,14,0
Katy,2024txkat,qm,62,blue,4,0,0,10,0
Katy,2024txkat,qm,62,red,0,11,0,41,1
Katy,2024txkat,qm,63,blue,2,4,1,37,1
Katy,2024txkat,qm,63,red,5,2,1,34,0
Katy,2024txkat,qm,64,blue,1,12,0,50,1
Katy,2024txkat,qm,64,red,0,5,0,13,0
Katy,2024txkat,qm,65,blue,1,6,0,20,0
Katy,2024txkat,qm,65,red,4,3,2,35,1
Katy,2024txkat,qm,66,blue,0,13,0,61,1
Katy,2024txkat,qm,66,red,2,0,0,6,0
Katy,2024txkat,qm,67,blue,0,9,0,49,1
Katy,2024txkat,qm,67,red,1,7,0,42,0
Katy,2024txkat,qm,68,blue,6,2,0,29,1
Katy,2024txkat,qm,68,red,2,0,0,14,0
Katy,2024txkat,qm,69,blue,1,3,0,17,0
Katy,2024txkat,qm,69,red,0,14,0,40,1
Katy,2024txkat,qm,7,blue,3,14,0,52,1
Katy,2024txkat,qm,7,red,0,0,0,0,0
Katy,2024txkat,qm,70,blue,5,7,1,44,1
Katy,2024txkat,qm,70,red,1,0,0,13,0
Katy,2024txkat,qm,71,blue,0,10,0,40,0
Katy,2024txkat,qm,71,red,1,8,0,43,1
Katy,2024txkat,qm,72,blue,5,3,1,35,1
Katy,2024txkat,qm,72,red,0,3,0,33,0
Katy,2024txkat,qm,73,blue,3,1,1,31,0
Katy,2024txkat,qm,73,red,5,7,5,80,1
Katy,2024txkat,qm,74,blue,1,0,0,22,0
Katy,2024txkat,qm,74,red,0,7,0,42,1
Katy,2024txkat,qm,75,blue,2,1,1,18,0
Katy,2024txkat,qm,75,red,1,11,0,33,1
Katy,2024txkat,qm,76,blue,0,10,0,57,1
Katy,2024txkat,qm,76,red,1,3,0,24,0
Katy,2024txkat,qm,77,blue,3,5,1,28,0
Katy,2024txkat,qm,77,red,4,5,1,31,1
Katy,2024txkat,qm,78,blue,1,13,0,59,1
Katy,2024txkat,qm,78,red,0,1,0,18,0
Katy,2024txkat,qm,79,blue,0,10,0,37,1
Katy,2024txkat,qm,79,red,4,1,1,20,0
Katy,2024txkat,qm,8,blue,0,7,0,20,1
Katy,2024txkat,qm,8,red,0,0,0,4,0
Katy,2024txkat,qm,80,blue,5,8,3,74,1
Katy,2024txkat,qm,80,red,5,3,0,17,0
Katy,2024txkat,qm,9,blue,1,10,0,47,1
Katy,2024txkat,qm,9,red,0,10,0,33,0
Katy,2024txkat,sf,1,blue,0,5,0,42,0
Katy,2024txkat,sf,1,red,4,3,3,85,1
Katy,2024txkat,sf,1,blue,7,3,4,72,0
Katy,2024txkat,sf,1,red,2,14,4,76,1
Katy,2024txkat,sf,1,blue,6,8,0,43,0
Katy,2024txkat,sf,1,red,2,6,1,64,1
Katy,2024txkat,sf,1,blue,6,3,3,44,0
Katy,2024txkat,sf,1,red,10,0,7,88,1
Katy,2024txkat,sf,1,blue,0,4,0,29,0
Katy,2024txkat,sf,1,red,2,2,0,43,1
Katy,2024txkat,sf,1,blue,1,5,0,23,0
Katy,2024txkat,sf,1,red,4,10,2,65,1
Katy,2024txkat,sf,1,blue,0,6,0,21,0
Katy,2024txkat,sf,1,red,8,3,5,58,1
Katy,2024txkat,sf,1,blue,2,3,0,24,0
Katy,2024txkat,sf,1,red,6,4,7,68,1
Katy,2024txkat,sf,1,blue,1,6,0,24,0
Katy,2024txkat,sf,1,red,1,4,0,33,1
Katy,2024txkat,sf,1,blue,0,4,0,32,0
Katy,2024txkat,sf,1,red,6,0,4,36,1
Katy,2024txkat,sf,1,blue,4,8,8,94,1
Katy,2024txkat,sf,1,red,4,10,1,76,0
Katy,2024txkat,sf,1,blue,1,8,0,43,0
Katy,2024txkat,sf,1,red,8,2,4,70,1
Katy,2024txkat,sf,1,blue,3,3,2,44,0
Katy,2024txkat,sf,1,red,5,12,4,85,1
Waco,2024txwac,f,1,blue,5,9,3,56,0
Waco,2024txwac,f,1,red,8,4,12,117,1
Waco,2024txwac,f,2,blue,4,7,1,48,0
Waco,2024txwac,f,2,red,7,3,3,76,1
Waco,2024txwac,qm,1,blue,3,4,1,41,1
Waco,2024txwac,qm,1,red,3,0,0,6,0
Waco,2024txwac,qm,10,blue,0,2,0,35,0
Waco,2024txwac,qm,10,red,1,16,0,69,1
Waco,2024txwac,qm,11,blue,1,7,0,44,1
Waco,2024txwac,qm,11,red,3,8,2,42,0
Waco,2024txwac,qm,12,blue,0,6,0,30,1
Waco,2024txwac,qm,12,red,0,3,0,20,0
Waco,2024txwac,qm,13,blue,3,4,1,29,1
Waco,2024txwac,qm,13,red,0,7,0,28,0
Waco,2024txwac,qm,14,blue,1,7,0,28,0
Waco,2024txwac,qm,14,red,3,7,1,44,1
Waco,2024txwac,qm,15,blue,1,7,0,31,0
Waco,2024txwac,qm,15,red,1,11,0,51,1
Waco,2024txwac,qm,16,blue,0,0,0,13,0
Waco,2024txwac,qm,16,red,3,10,3,67,1
Waco,2024txwac,qm,17,blue,0,0,0,13,0
Waco,2024txwac,qm,17,red,1,1,1,29,1
Waco,2024txwac,qm,18,blue,0,2,0,13,0
Waco,2024txwac,qm,18,red,0,13,0,54,1
Waco,2024txwac,qm,19,blue,0,10,0,52,1
Waco,2024txwac,qm,19,red,3,6,0,27,0
Waco,2024txwac,qm,2,blue,0,5,0,19,0
Waco,2024txwac,qm,2,red,2,6,2,47,1
Waco,2024txwac,qm,20,blue,0,2,0,18,0
Waco,2024txwac,qm,20,red,4,5,2,39,1
Waco,2024txwac,qm,21,blue,0,5,0,18,0
Waco,2024txwac,qm,21,red,11,1,0,40,1
Waco,2024txwac,qm,22,blue,3,1,0,28,0
Waco,2024txwac,qm,22,red,5,8,2,52,1
Waco,2024txwac,qm,23,blue,0,9,0,45,1
Waco,2024txwac,qm,23,red,5,1,1,34,0
Waco,2024txwac,qm,24,blue,1,13,0,49,0
Waco,2024txwac,qm,24,red,5,4,3,55,1
Waco,2024txwac,qm,25,blue,2,0,0,13,0
Waco,2024txwac,qm,25,red,3,5,0,30,1
Waco,2024txwac,qm,26,blue,0,5,0,20,0
Waco,2024txwac,qm,26,red,3,3,0,21,1
Waco,2024txwac,qm,27,blue,2,4,0,27,0
Waco,2024txwac,qm,27,red,6,11,2,70,1
Waco,2024txwac,qm,28,blue,1,7,0,32,0
Waco,2024txwac,qm,28,red,1,8,0,45,1
Waco,2024txwac,qm,29,blue,5,1,1,16,0
Waco,2024txwac,qm,29,red,0,1,0,18,1
Waco,2024txwac,qm,3,blue,1,0,1,31,0
Waco,2024txwac,qm,3,red,6,2,3,51,1
Waco,2024txwac,qm,30,blue,5,3,4,78,1
Waco,2024txwac,qm,30,red,5,2,2,38,0
Waco,2024txwac,qm,31,blue,0,1,0,9,0
Waco,2024txwac,qm,31,red,0,14,0,75,1
Waco,2024txwac,qm,32,blue,3,11,2,73,1
Waco,2024txwac,qm,32,red,4,0,0,10,0
Waco,2024txwac,qm,33,blue,4,12,1,55,1
Waco,2024txwac,qm,33,red,0,6,0,33,0
Waco,2024txwac,qm,34,blue,5,1,4,49,1
Waco,2024txwac,qm,34,red,2,6,0,30,0
Waco,2024txwac,qm,35,blue,5,2,3,47,0
Waco,2024txwac,qm,35,red,0,21,0,68,1
Waco,2024txwac,qm,36,blue,0,0,0,9,0
Waco,2024txwac,qm,36,red,0,5,0,44,1
Waco,2024txwac,qm,37,blue,1,4,0,24,0
Waco,2024txwac,qm,37,red,0,2,0,25,1
Waco,2024txwac,qm,38,blue,5,3,4,58,1
Waco,2024txwac,qm,38,red,2,2,0,24,0
Waco,2024txwac,qm,39,blue,8,1,2,44,1
Waco,2024txwac,qm,39,red,2,6,1,42,0
Waco,2024txwac,qm,4,blue,3,2,0,15,0
Waco,2024txwac,qm,4,red,0,11,0,39,1
Waco,2024txwac,qm,40,blue,4,7,6,73,1
Waco,2024txwac,qm,40,red,3,8,2,40,0
Waco,2024txwac,qm,41,blue,1,6,0,25,1
Waco,2024txwac,qm,41,red,0,2,0,20,0
Waco,2024txwac,qm,42,blue,0,12,0,46,0
Waco,2024txwac,qm,42,red,3,8,2,46,0
Waco,2024txwac,qm,43,blue,0,2,0,16,0
Waco,2024txwac,qm,43,red,1,8,0,40,1
Waco,2024txwac,qm,44,blue,7,1,2,30,0
Waco,2024txwac,qm,44,red,10,0,3,38,1
Waco,2024txwac,qm,45,blue,4,7,3,51,0
Waco,2024txwac,qm,45,red,5,5,4,60,1
Waco,2024txwac,qm,46,blue,3,10,1,44,1
Waco,2024txwac,qm,46,red,0,2,0,15,0
Waco,2024txwac,qm,47,blue,0,17,0,77,1
Waco,2024txwac,qm,47,red,4,5,2,49,0
Waco,2024txwac,qm,48,blue,0,5,0,22,0
Waco,2024txwac,qm,48,red,8,4,5,77,1
Waco,2024txwac,qm,49,blue,3,7,1,50,1
Waco,2024txwac,qm,49,red,2,8,0,33,0
Waco,2024txwac,qm,5,blue,0,1,0,13,0
Waco,2024txwac,qm,5,red,1,14,0,50,1
Waco,2024txwac,qm,50,blue,0,8,0,33,0
Waco,2024txwac,qm,50,red,6,8,2,62,1
Waco,2024txwac,qm,51,blue,3,9,1,45,1
Waco,2024txwac,qm,51,red,0,6,0,37,0
Waco,2024txwac,qm,52,blue,0,4,0,31,1
Waco,2024txwac,qm,52,red,2,3,0,17,0
Waco,2024txwac,qm,53,blue,1,6,0,51,0
Waco,2024txwac,qm,53,red,4,12,4,70,1
Waco,2024txwac,qm,54,blue,9,1,0,38,1
Waco,2024txwac,qm,54,red,3,0,0,14,0
Waco,2024txwac,qm,55,blue,1,2,0,26,0
Waco,2024txwac,qm,55,red,1,9,0,50,1
Waco,2024txwac,qm,56,blue,5,8,1,64,1
Waco,2024txwac,qm,56,red,0,7,0,20,0
Waco,2024txwac,qm,57,blue,1,11,0,42,1
Waco,2024txwac,qm,57,red,3,1,0,15,0
Waco,2024txwac,qm,58,blue,1,15,0,48,1
Waco,2024txwac,qm,58,red,0,6,0,33,0
Waco,2024txwac,qm,59,blue,6,8,3,81,1
Waco,2024txwac,qm,59,red,1,5,0,50,0
Waco,2024txwac,qm,6,blue,0,1,0,10,0
Waco,2024txwac,qm,6,red,4,5,0,22,1
Waco,2024txwac,qm,60,blue,0,9,0,30,0
Waco,2024txwac,qm,60,red,2,3,1,36,1
Waco,2024txwac,qm,61,blue,1,6,0,17,0
Waco,2024txwac,qm,61,red,0,3,0,24,1
Waco,2024txwac,qm,62,blue,3,14,1,61,1
Waco,2024txwac,qm,62,red,2,4,0,18,0
Waco,2024txwac,qm,63,blue,1,7,0,30,0
Waco,2024txwac,qm,63,red,2,11,0,74,1
Waco,2024txwac,qm,64,blue,4,6,6,92,1
Waco,2024txwac,qm,64,red,4,4,4,72,0
Waco,2024txwac,qm,65,blue,9,0,0,18,1
Waco,2024txwac,qm,65,red,0,2,0,13,0
Waco,2024txwac,qm,66,blue,10,0,2,34,1
Waco,2024txwac,qm,66,red,0,9,0,26,0
Waco,2024txwac,qm,67,blue,1,4,0,26,0
Waco,2024txwac,qm,67,red,5,4,2,51,1
Waco,2024txwac,qm,68,blue,0,11,0,44,1
Waco,2024txwac,qm,68,red,6,0,0,11,0
Waco,2024txwac,qm,69,blue,0,2,0,20,0
Waco,2024txwac,qm,69,red,0,12,0,43,1
Waco,2024txwac,qm,7,blue,6,0,0,10,0
Waco,2024txwac,qm,7,red,0,3,0,12,1
Waco,2024txwac,qm,70,blue,5,18,1,68,1
Waco,2024txwac,qm,70,red,2,3,1,34,0
Waco,2024txwac,qm,71,blue,0,14,0,35,0
Waco,2024txwac,qm,71,red,0,14,0,44,1
Waco,2024txwac,qm,72,blue,1,14,0,64,1
Waco,2024txwac,qm,72,red,0,4,0,24,0
Waco,2024txwac,qm,73,blue,3,8,2,50,1
Waco,2024txwac,qm,73,red,1,6,0,31,0
Waco,2024txwac,qm,74,blue,0,3,0,23,0
Waco,2024txwac,qm,74,red,2,14,2,68,1
Waco,2024txwac,qm,75,blue,0,8,0,39,1
Waco,2024txwac,qm,75,red,6,2,1,21,0
Waco,2024txwac,qm,76,blue,2,10,1,60,0
Waco,2024txwac,qm,76,red,6,6,5,71,1
Waco,2024txwac,qm,77,blue,10,1,0,20,0
Waco,2024txwac,qm,77,red,0,4,0,23,1
Waco,2024txwac,qm,78,blue,6,5,4,57,1
Waco,2024txwac,qm,78,red,0,0,0,13,0
Waco,2024txwac,qm,8,blue,4,1,1,24,0
Waco,2024txwac,qm,8,red,0,9,0,43,1
Waco,2024txwac,qm,9,blue,0,9,0,45,1
Waco,2024txwac,qm,9,red,0,3,0,13,0
Waco,2024txwac,sf,1,blue,6,9,4,72,1
Waco,2024txwac,sf,1,red,2,8,1,40,0
Waco,2024txwac,sf,1,blue,6,5,2,64,0
Waco,2024txwac,sf,1,red,2,2,6,97,1
Waco,2024txwac,sf,1,blue,0,10,0,50,0
Waco,2024txwac,sf,1,red,6,7,4,72,1
Waco,2024txwac,sf,1,blue,6,3,4,68,1
Waco,2024txwac,sf,1,red,0,7,0,60,0
Waco,2024txwac,sf,1,blue,7,1,2,36,0
Waco,2024txwac,sf,1,red,8,2,10,107,1
Waco,2024txwac,sf,1,blue,4,9,2,58,1
Waco,2024txwac,sf,1,red,4,8,2,56,0
Waco,2024txwac,sf,1,blue,2,9,1,39,0
Waco,2024txwac,sf,1,red,4,5,3,86,1
Waco,2024txwac,sf,1,blue,1,13,0,50,0
Waco,2024txwac,sf,1,red,2,12,2,63,1
Waco,2024txwac,sf,1,blue,5,7,3,65,1
Waco,2024txwac,sf,1,red,8,2,0,26,0
Waco,2024txwac,sf,1,blue,0,11,0,45,1
Waco,2024txwac,sf,1,red,0,8,0,27,0
Waco,2024txwac,sf,1,blue,4,10,3,69,0
Waco,2024txwac,sf,1,red,8,5,11,125,1
Waco,2024txwac,sf,1,blue,1,8,2,50,0
Waco,2024txwac,sf,1,red,2,9,1,61,1
Waco,2024txwac,sf,1,blue,0,14,0,51,0
Waco,2024txwac,sf,1,red,4,4,3,56,1
Utah,2024utwv,f,1,blue,6,6,3,65,1
Utah,2024utwv,f,1,red,4,4,3,60,0
Utah,2024utwv,f,2,blue,4,8,3,68,1
Utah,2024utwv,f,2,red,4,4,3,58,0
Utah,2024utwv,qm,1,blue,4,3,0,16,0
Utah,2024utwv,qm,1,red,0,4,0,26,1
Utah,2024utwv,qm,10,blue,0,0,0,8,0
Utah,2024utwv,qm,10,red,5,5,3,55,1
Utah,2024utwv,qm,11,blue,0,7,0,36,0
Utah,2024utwv,qm,11,red,4,10,0,37,1
Utah,2024utwv,qm,12,blue,2,7,0,42,0
Utah,2024utwv,qm,12,red,1,13,0,56,1
Utah,2024utwv,qm,13,blue,4,5,1,41,1
Utah,2024utwv,qm,13,red,2,7,0,32,0
Utah,2024utwv,qm,14,blue,1,1,0,7,0
Utah,2024utwv,qm,14,red,4,7,1,40,1
Utah,2024utwv,qm,15,blue,4,4,1,30,0
Utah,2024utwv,qm,15,red,2,11,0,36,1
Utah,2024utwv,qm,16,blue,0,5,0,38,0
Utah,2024utwv,qm,16,red,3,13,2,48,1
Utah,2024utwv,qm,17,blue,0,11,0,38,0
Utah,2024utwv,qm,17,red,0,13,0,45,1
Utah,2024utwv,qm,18,blue,0,9,0,22,0
Utah,2024utwv,qm,18,red,9,7,2,38,1
Utah,2024utwv,qm,19,blue,4,7,1,68,1
Utah,2024utwv,qm,19,red,0,1,0,14,0
Utah,2024utwv,qm,2,blue,0,1,0,20,1
Utah,2024utwv,qm,2,red,4,2,1,18,0
Utah,2024utwv,qm,20,blue,3,4,1,40,0
Utah,2024utwv,qm,20,red,2,5,0,41,1
Utah,2024utwv,qm,21,blue,0,4,0,20,0
Utah,2024utwv,qm,21,red,4,2,0,24,1
Utah,2024utwv,qm,22,blue,0,9,0,50,1
Utah,2024utwv,qm,22,red,3,6,1,42,0
Utah,2024utwv,qm,23,blue,3,5,1,46,0
Utah,2024utwv,qm,23,red,2,9,0,55,1
Utah,2024utwv,qm,24,blue,0,9,0,27,0
Utah,2024utwv,qm,24,red,2,9,1,51,1
Utah,2024utwv,qm,25,blue,0,1,0,12,0
Utah,2024utwv,qm,25,red,0,4,0,23,1
Utah,2024utwv,qm,26,blue,0,11,0,49,0
Utah,2024utwv,qm,26,red,5,6,2,62,1
Utah,2024utwv,qm,27,blue,2,0,0,21,0
Utah,2024utwv,qm,27,red,0,7,0,43,1
Utah,2024utwv,qm,28,blue,3,6,0,45,0
Utah,2024utwv,qm,28,red,2,11,1,58,1
Utah,2024utwv,qm,29,blue,2,8,0,32,0
Utah,2024utwv,qm,29,red,5,7,1,64,1
Utah,2024utwv,qm,3,blue,2,6,1,42,1
Utah,2024utwv,qm,3,red,0,4,0,20,0
Utah,2024utwv,qm,30,blue,1,5,0,23,0
Utah,2024utwv,qm,30,red,1,9,0,31,1
